Estado,Genero,edad,Anio,Distancia
1,1,24,2010,8.146193987967754
1,1,26,2010,6.135217051724262
0,1,26,2010,6.135217051724262
1,1,25,2010,6.135217051724262
0,1,31,2010,8.146193987967754
0,1,26,2010,6.135217051724262
1,1,25,2010,8.146193987967754
1,1,26,2010,9.638893365308649
0,1,25,2010,6.135217051724262
0,1,26,2010,8.146193987967754
1,1,26,2010,6.135217051724262
1,1,26,2010,17.764187454353447
1,1,25,2010,7.143092038827603
0,1,26,2010,138.78322644060324
1,1,28,2010,6.135217051724262
0,1,31,2010,6.135217051724262
1,1,23,2010,7.143092038827603
0,0,25,2010,6.135217051724262
1,1,24,2010,17.63964863987413
0,1,27,2010,9.788628397940874
0,1,24,2010,6.135217051724262
0,0,24,2010,8.146193987967754
1,1,26,2010,6.135217051724262
1,1,29,2013,15.807279470841578
0,0,24,2010,8.146193987967754
1,1,24,2010,8.146193987967754
0,1,25,2010,7.143092038827603
0,1,25,2010,7.143092038827603
0,0,33,2010,13.92857176184012
1,1,26,2010,6.135217051724262
1,1,29,2010,9.788628397940874
0,1,26,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,1,25,2010,14.304701799171243
0,0,32,2010,6.135217051724262
0,1,29,2013,15.047400157843684
1,0,28,2011,9.788628397940874
1,1,28,2010,20.833326483794615
1,1,25,2010,6.135217051724262
0,1,26,2010,8.146193987967754
0,1,26,2010,7.143092038827603
0,1,24,2010,6.135217051724262
0,1,29,2010,6.135217051724262
1,1,25,2010,7.143092038827603
1,1,24,2010,9.788628397940874
0,1,34,2010,6.135217051724262
0,1,31,2010,9.788628397940874
0,1,32,2010,30.221076341174985
1,1,24,2010,60.43515295917308
1,1,24,2010,6.135217051724262
0,0,23,2010,6.135217051724262
0,1,24,2010,60.43515295917308
0,1,27,2010,9.788628397940874
0,1,30,2010,6.135217051724262
1,1,29,2010,7.143092038827603
0,1,25,2010,6.135217051724262
0,0,26,2010,6.135217051724262
0,0,25,2010,7.143092038827603
1,1,26,2010,6.135217051724262
0,1,28,2013,6.135217051724262
1,1,26,2010,6.135217051724262
0,1,25,2010,7.143092038827603
1,1,25,2011,6.135217051724262
0,1,24,2010,40.5803887645008
0,1,24,2010,6.135217051724262
0,1,30,2010,15.807279470841578
1,1,24,2010,6.135217051724262
0,1,26,2010,6.135217051724262
0,1,25,2010,6.135217051724262
1,1,24,2010,6.135217051724262
1,1,27,2010,7.143092038827603
0,1,27,2010,30.221076341174985
0,1,27,2010,6.135217051724262
1,1,24,2010,8.146193987967754
1,1,35,2019,6.135217051724262
0,0,24,2010,6.135217051724262
0,0,24,2010,6.135217051724262
1,1,24,2010,7.143092038827603
1,1,26,2010,9.788628397940874
1,0,26,2010,7.143092038827603
1,1,28,2010,6.135217051724262
0,1,34,2010,7.143092038827603
1,1,23,2010,6.135217051724262
0,1,25,2010,9.788628397940874
0,1,28,2010,7.143092038827603
0,1,25,2010,9.638893365308649
1,1,29,2010,6.135217051724262
1,1,26,2010,6.135217051724262
0,1,29,2010,7.143092038827603
0,1,26,2010,30.221076341174985
1,0,24,2010,6.135217051724262
0,1,25,2010,9.788628397940874
0,1,26,2010,6.135217051724262
1,1,26,2010,14.522395904750589
1,1,26,2010,6.135217051724262
0,1,26,2012,19.949826800084686
0,0,26,2010,14.522395904750589
0,0,24,2010,7.143092038827603
1,1,27,2010,6.135217051724262
0,1,30,2012,6.135217051724262
0,0,26,2010,7.143092038827603
1,1,27,2010,6.135217051724262
0,1,27,2010,6.135217051724262
0,1,27,2010,6.135217051724262
0,1,26,2010,7.143092038827603
0,1,25,2010,7.143092038827603
0,0,25,2010,8.146193987967754
0,0,25,2010,9.788628397940874
0,1,25,2010,40.5803887645008
1,1,25,2010,6.135217051724262
1,1,25,2010,6.135217051724262
1,1,27,2010,8.146193987967754
1,0,25,2010,8.146193987967754
0,1,32,2017,8.146193987967754
1,1,29,2010,7.143092038827603
0,1,30,2010,6.135217051724262
1,1,24,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,25,2010,15.047400157843684
0,1,27,2010,7.143092038827603
0,0,25,2010,7.143092038827603
0,1,27,2010,8.146193987967754
1,1,26,2010,6.135217051724262
1,1,26,2011,9.788628397940874
0,1,25,2010,7.143092038827603
0,1,26,2010,6.135217051724262
1,1,29,2013,8.146193987967754
0,1,29,2011,9.788628397940874
0,1,26,2010,6.135217051724262
0,1,27,2010,6.135217051724262
1,1,25,2010,6.135217051724262
1,1,25,2010,6.135217051724262
0,1,26,2010,22.713369750506395
1,1,40,2019,6.135217051724262
0,1,26,2010,14.168253464651103
1,1,30,2013,6.135217051724262
1,1,32,2018,99.92411120887326
1,0,27,2010,6.135217051724262
1,1,31,2010,6.135217051724262
0,1,24,2010,8.146193987967754
0,1,24,2010,112.38011764064584
1,1,24,2010,26.195288259523256
0,0,26,2010,6.135217051724262
0,1,37,2010,13.117245477271249
1,1,24,2010,6.135217051724262
0,0,23,2010,6.135217051724262
0,1,24,2010,13.117245477271249
1,1,22,2010,7.143092038827603
0,1,26,2010,6.135217051724262
1,1,25,2010,6.135217051724262
0,0,24,2010,6.135217051724262
1,1,28,2010,9.788628397940874
0,1,24,2010,7.143092038827603
1,1,24,2010,6.135217051724262
1,1,24,2010,6.135217051724262
0,1,33,2010,6.135217051724262
0,1,26,2010,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,25,2010,7.143092038827603
1,1,31,2015,8.146193987967754
0,1,25,2010,7.143092038827603
1,1,25,2011,7.143092038827603
1,1,24,2010,8.146193987967754
1,1,23,2010,6.135217051724262
1,1,25,2010,30.221076341174985
1,0,23,2010,8.146193987967754
0,1,24,2010,7.143092038827603
1,1,27,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,30,2016,6.135217051724262
1,0,22,2010,9.788628397940874
1,1,24,2010,9.638893365308649
0,1,23,2010,80.77838890979362
0,1,25,2010,7.143092038827603
1,1,23,2010,7.143092038827603
1,1,24,2010,7.143092038827603
0,1,24,2010,6.135217051724262
0,0,24,2010,7.143092038827603
1,0,33,2010,7.143092038827603
1,1,24,2010,6.135217051724262
1,1,24,2010,6.135217051724262
0,0,25,2010,7.143092038827603
1,1,24,2010,6.135217051724262
0,1,24,2010,6.135217051724262
0,1,24,2010,8.146193987967754
0,1,28,2010,14.304701799171243
1,1,26,2010,6.135217051724262
0,1,25,2010,30.221076341174985
1,1,23,2010,6.135217051724262
1,1,24,2010,8.146193987967754
0,1,23,2010,7.143092038827603
1,1,25,2010,7.143092038827603
1,1,23,2010,6.135217051724262
1,1,25,2010,6.135217051724262
1,1,23,2010,7.143092038827603
0,1,28,2010,7.143092038827603
1,1,25,2010,20.833326483794615
0,1,22,2010,30.221076341174985
1,1,23,2010,6.135217051724262
0,0,23,2010,7.143092038827603
0,0,23,2010,7.143092038827603
0,0,26,2010,8.146193987967754
1,1,22,2010,6.135217051724262
1,1,24,2010,8.146193987967754
1,1,23,2010,9.788628397940874
1,1,25,2010,6.135217051724262
0,1,23,2010,6.135217051724262
1,0,23,2010,50.9139197095714
1,1,28,2013,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,26,2010,6.135217051724262
0,1,35,2018,6.135217051724262
1,1,28,2010,6.135217051724262
1,1,23,2010,6.135217051724262
0,1,26,2013,9.788628397940874
1,1,24,2010,17.764187454353447
0,1,24,2010,8.146193987967754
1,1,28,2012,6.135217051724262
1,1,24,2010,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,28,2010,17.764187454353447
1,1,23,2010,6.135217051724262
1,1,24,2010,7.143092038827603
0,1,27,2010,6.135217051724262
0,1,27,2010,9.788628397940874
1,1,23,2010,13.117245477271249
0,1,26,2010,6.135217051724262
0,1,24,2010,6.135217051724262
0,1,24,2010,8.146193987967754
1,1,26,2010,8.146193987967754
0,1,23,2010,8.146193987967754
1,0,24,2011,8.146193987967754
0,1,24,2010,6.135217051724262
0,1,25,2010,9.638893365308649
1,1,24,2011,8.146193987967754
1,1,27,2012,8.146193987967754
0,1,24,2010,7.143092038827603
1,1,24,2010,9.788628397940874
0,1,23,2010,6.135217051724262
0,1,26,2010,8.146193987967754
1,1,24,2010,7.143092038827603
1,1,31,2016,6.135217051724262
1,1,24,2010,6.135217051724262
0,1,27,2010,50.9139197095714
1,1,24,2010,7.143092038827603
0,1,29,2013,9.788628397940874
1,1,24,2010,6.135217051724262
1,1,26,2010,6.135217051724262
1,1,25,2010,6.135217051724262
0,1,23,2010,8.146193987967754
1,0,24,2010,6.135217051724262
0,1,28,2010,6.135217051724262
1,1,22,2010,8.146193987967754
1,1,24,2010,6.135217051724262
0,1,23,2010,52.63678494832634
1,0,26,2010,6.135217051724262
1,0,24,2010,14.522395904750589
1,0,26,2010,6.135217051724262
1,1,25,2010,6.135217051724262
0,1,24,2010,9.788628397940874
0,1,25,2010,6.135217051724262
1,1,24,2010,57.93742536361753
0,1,23,2010,6.135217051724262
1,1,23,2010,11.846837795576148
1,1,24,2010,7.143092038827603
0,1,23,2010,6.135217051724262
0,1,24,2010,7.143092038827603
1,1,24,2010,6.135217051724262
1,1,24,2010,6.135217051724262
0,1,31,2010,31.55262375965175
0,1,22,2010,6.135217051724262
1,0,31,2010,6.135217051724262
0,0,23,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,0,23,2010,7.143092038827603
1,1,31,2013,14.522395904750589
1,1,32,2010,6.135217051724262
0,1,24,2010,6.135217051724262
0,0,39,2010,7.143092038827603
1,1,29,2010,8.146193987967754
1,0,23,2010,6.135217051724262
0,0,25,2010,7.143092038827603
1,0,24,2010,6.135217051724262
0,1,26,2010,15.807279470841578
0,1,24,2010,7.143092038827603
0,0,22,2010,7.143092038827603
0,1,31,2010,15.047400157843684
0,1,23,2010,7.143092038827603
0,1,25,2010,6.135217051724262
0,1,24,2010,13.117245477271249
0,0,23,2010,7.143092038827603
1,1,24,2010,6.135217051724262
1,1,29,2013,6.135217051724262
1,0,24,2010,6.135217051724262
0,1,23,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,1,24,2010,6.135217051724262
0,1,23,2010,6.135217051724262
1,1,23,2011,6.135217051724262
1,1,25,2010,7.143092038827603
0,1,24,2010,6.135217051724262
1,1,24,2010,6.135217051724262
1,1,23,2010,8.146193987967754
0,1,25,2010,6.135217051724262
1,1,34,2018,8.146193987967754
0,1,27,2010,9.788628397940874
0,1,30,2010,6.135217051724262
0,0,32,2010,8.146193987967754
0,1,22,2010,7.143092038827603
1,1,25,2010,6.135217051724262
1,1,27,2011,7.143092038827603
1,0,24,2010,8.146193987967754
1,0,23,2010,6.135217051724262
0,1,22,2010,6.135217051724262
0,0,23,2010,6.135217051724262
1,1,23,2010,7.143092038827603
1,1,23,2010,6.135217051724262
0,1,28,2010,7.143092038827603
0,0,24,2010,7.143092038827603
0,1,23,2010,6.135217051724262
1,1,24,2010,14.522395904750589
1,1,23,2010,7.143092038827603
0,1,24,2010,7.143092038827603
0,1,29,2014,8.146193987967754
1,1,36,2016,6.135217051724262
1,1,29,2010,7.143092038827603
1,0,23,2010,7.143092038827603
0,1,23,2010,50.9139197095714
0,1,27,2010,6.135217051724262
1,1,24,2010,14.168253464651103
1,1,27,2011,6.135217051724262
1,1,28,2010,8.146193987967754
1,1,31,2010,17.764187454353447
1,1,23,2010,7.143092038827603
1,1,24,2010,7.143092038827603
0,1,25,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,1,23,2010,6.135217051724262
0,1,25,2010,6.135217051724262
1,1,24,2010,6.135217051724262
1,1,24,2010,7.143092038827603
1,1,28,2012,7.143092038827603
0,0,34,2019,22.713369750506395
0,1,23,2010,15.047400157843684
1,1,23,2010,6.135217051724262
0,1,24,2010,7.143092038827603
1,1,24,2010,7.143092038827603
0,1,24,2010,30.221076341174985
0,1,25,2010,25.502540975429735
1,1,24,2010,7.143092038827603
1,1,24,2011,6.135217051724262
0,0,26,2010,7.143092038827603
0,1,25,2010,6.135217051724262
0,1,24,2010,7.143092038827603
1,0,25,2010,7.143092038827603
0,1,27,2010,7.143092038827603
0,0,23,2010,7.143092038827603
0,1,27,2013,6.135217051724262
0,1,24,2010,9.788628397940874
1,1,23,2010,6.135217051724262
1,1,23,2010,8.146193987967754
0,0,22,2010,7.143092038827603
1,1,24,2010,7.143092038827603
1,1,23,2010,108.590236018305
0,1,24,2010,11.846837795576148
1,1,23,2010,6.135217051724262
1,0,22,2010,7.143092038827603
1,1,22,2010,6.135217051724262
0,1,21,2010,7.143092038827603
0,1,23,2010,7.143092038827603
1,1,22,2010,8.146193987967754
1,1,22,2010,8.146193987967754
0,0,23,2010,6.135217051724262
1,0,22,2010,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,23,2010,7.143092038827603
0,1,24,2010,6.135217051724262
1,1,23,2010,6.135217051724262
0,1,22,2010,7.143092038827603
0,0,21,2010,7.143092038827603
1,1,24,2010,7.143092038827603
1,1,23,2010,7.143092038827603
1,1,23,2010,6.135217051724262
0,1,24,2010,138.78322644060324
0,1,22,2010,6.135217051724262
1,1,31,2010,14.522395904750589
1,1,22,2010,20.622910632437794
1,1,24,2010,44.11701957029038
1,1,22,2010,6.135217051724262
0,1,22,2010,14.168253464651103
1,1,22,2010,6.135217051724262
0,1,23,2010,7.143092038827603
1,1,22,2010,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,22,2010,15.047400157843684
0,1,24,2010,8.146193987967754
0,1,23,2010,7.143092038827603
0,1,25,2010,13.117245477271249
0,0,24,2010,9.638893365308649
0,1,27,2010,8.146193987967754
1,0,22,2010,6.135217051724262
1,0,21,2010,7.143092038827603
0,0,24,2010,6.135217051724262
0,1,26,2010,11.846837795576148
1,0,23,2010,7.143092038827603
1,0,22,2010,7.143092038827603
1,1,22,2010,9.788628397940874
1,1,23,2010,8.146193987967754
1,1,24,2010,6.135217051724262
1,0,23,2010,6.135217051724262
1,1,22,2010,15.807279470841578
1,1,22,2010,6.135217051724262
0,1,22,2010,6.135217051724262
1,1,22,2010,8.146193987967754
1,1,23,2010,6.135217051724262
1,1,22,2010,7.143092038827603
1,1,23,2010,7.143092038827603
1,1,23,2010,15.047400157843684
0,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,25,2010,7.143092038827603
1,1,25,2010,9.788628397940874
0,0,31,2010,19.949826800084686
0,1,22,2010,8.146193987967754
1,1,22,2010,8.146193987967754
0,1,23,2010,24.121764648477537
1,1,23,2010,7.143092038827603
0,1,23,2010,17.63964863987413
0,1,27,2011,14.168253464651103
0,1,23,2010,15.047400157843684
0,0,22,2010,8.146193987967754
1,1,22,2010,23.441588407368776
0,1,23,2010,6.135217051724262
0,1,27,2010,6.135217051724262
1,1,23,2010,6.135217051724262
0,1,24,2010,7.143092038827603
1,1,22,2010,6.135217051724262
0,1,23,2010,6.135217051724262
1,0,22,2010,17.764187454353447
1,1,23,2011,14.168253464651103
1,1,23,2010,8.146193987967754
0,1,26,2010,15.047400157843684
0,1,32,2010,6.135217051724262
1,1,23,2010,13.117245477271249
1,1,22,2010,8.146193987967754
1,1,23,2010,6.135217051724262
0,1,30,2010,13.117245477271249
0,1,22,2010,7.143092038827603
1,1,22,2010,40.5803887645008
0,0,25,2010,6.135217051724262
0,0,22,2010,19.949826800084686
1,1,25,2010,6.135217051724262
1,1,23,2010,6.135217051724262
0,1,24,2010,30.221076341174985
0,1,24,2010,40.69180074178339
0,1,35,2012,7.143092038827603
1,1,30,2010,7.143092038827603
1,1,22,2010,8.146193987967754
0,1,21,2010,108.590236018305
0,1,23,2010,6.135217051724262
1,1,26,2010,7.143092038827603
0,1,28,2010,6.135217051724262
0,1,25,2013,7.143092038827603
1,1,33,2010,17.764187454353447
0,1,22,2010,8.146193987967754
1,1,24,2010,6.135217051724262
0,1,24,2010,9.788628397940874
0,1,23,2010,7.143092038827603
1,1,23,2010,6.135217051724262
0,0,32,2010,8.146193987967754
0,1,25,2010,6.135217051724262
1,1,25,2010,7.143092038827603
1,1,24,2010,6.135217051724262
1,1,24,2010,6.135217051724262
1,1,22,2010,20.622910632437794
1,1,25,2010,8.146193987967754
1,1,22,2010,6.135217051724262
0,1,23,2010,6.135217051724262
1,0,22,2010,60.43515295917308
0,1,24,2010,6.135217051724262
0,1,23,2010,7.143092038827603
1,1,21,2010,8.146193987967754
0,1,23,2010,8.146193987967754
1,1,25,2010,20.833326483794615
0,1,23,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,23,2010,7.143092038827603
0,1,27,2010,14.168253464651103
0,1,22,2010,7.143092038827603
1,1,23,2010,17.764187454353447
1,1,23,2010,6.135217051724262
1,1,31,2010,8.146193987967754
1,1,22,2010,6.135217051724262
0,1,23,2010,50.9139197095714
1,0,25,2010,6.135217051724262
1,0,27,2012,6.135217051724262
1,1,22,2010,40.5803887645008
1,1,22,2010,8.146193987967754
1,1,23,2010,6.135217051724262
0,1,34,2018,15.807279470841578
0,1,26,2010,9.788628397940874
0,1,23,2010,40.5803887645008
1,1,22,2010,20.622910632437794
1,1,23,2010,6.135217051724262
0,1,22,2010,8.146193987967754
1,1,24,2010,6.135217051724262
1,0,23,2010,6.135217051724262
1,1,24,2010,9.788628397940874
0,1,30,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,22,2010,25.502540975429735
0,0,23,2010,13.064507364635064
0,0,22,2010,6.135217051724262
1,1,26,2010,39.7651625170041
1,1,22,2010,93.978632984365
1,1,36,2010,7.143092038827603
1,1,22,2010,6.135217051724262
1,1,23,2010,20.833326483794615
0,1,24,2010,6.135217051724262
0,1,23,2010,6.135217051724262
0,1,27,2010,7.143092038827603
1,1,23,2010,6.135217051724262
1,1,23,2010,20.833326483794615
1,1,23,2010,9.788628397940874
1,1,22,2010,8.146193987967754
0,1,24,2010,6.135217051724262
1,1,23,2010,8.146193987967754
0,1,26,2010,8.146193987967754
0,1,26,2010,6.135217051724262
0,1,23,2010,7.143092038827603
0,1,22,2010,6.135217051724262
1,0,22,2010,6.135217051724262
1,1,24,2010,7.143092038827603
0,0,22,2010,6.135217051724262
0,1,31,2010,19.949826800084686
0,0,24,2010,14.168253464651103
1,1,22,2010,29.58677622727194
0,0,25,2010,8.146193987967754
0,1,23,2010,6.135217051724262
1,1,22,2010,11.846837795576148
0,1,32,2010,14.304701799171243
1,1,23,2010,6.135217051724262
0,0,21,2010,6.135217051724262
0,1,26,2010,20.833326483794615
0,1,30,2016,8.146193987967754
0,1,29,2010,6.135217051724262
1,1,27,2010,6.135217051724262
1,0,22,2010,6.135217051724262
1,1,24,2010,8.146193987967754
1,0,23,2010,8.146193987967754
0,1,31,2013,19.949826800084686
0,1,23,2010,7.143092038827603
1,0,23,2010,6.135217051724262
1,1,22,2010,7.143092038827603
0,1,26,2010,15.047400157843684
1,1,24,2010,6.135217051724262
1,1,24,2010,7.143092038827603
1,1,22,2010,9.788628397940874
0,1,31,2018,6.135217051724262
1,1,27,2014,7.143092038827603
1,1,24,2010,14.522395904750589
1,0,22,2010,60.43515295917308
1,0,23,2010,7.143092038827603
0,1,29,2010,6.135217051724262
0,1,23,2010,7.143092038827603
0,1,26,2013,8.146193987967754
1,1,22,2010,7.143092038827603
1,1,33,2010,6.135217051724262
1,1,27,2010,20.833326483794615
0,1,30,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,1,23,2010,6.135217051724262
0,1,23,2010,70.73491639290727
1,1,24,2010,7.143092038827603
1,1,27,2011,8.146193987967754
0,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,23,2010,7.143092038827603
0,1,25,2010,6.135217051724262
1,1,21,2010,6.135217051724262
0,1,25,2010,40.5803887645008
1,1,25,2010,6.135217051724262
0,0,36,2011,6.135217051724262
0,1,23,2010,6.135217051724262
1,1,24,2010,7.143092038827603
0,1,22,2010,15.807279470841578
0,1,22,2010,6.135217051724262
0,1,23,2010,22.713369750506395
0,1,24,2010,8.146193987967754
1,0,26,2010,7.143092038827603
1,1,23,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,23,2010,9.788628397940874
0,0,26,2010,165.87651138462482
1,1,23,2010,15.047400157843684
0,1,25,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,0,21,2010,6.135217051724262
0,0,23,2010,7.143092038827603
0,0,21,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,22,2010,7.143092038827603
1,1,22,2010,8.146193987967754
1,1,22,2010,6.135217051724262
0,1,27,2013,6.135217051724262
1,1,21,2010,6.135217051724262
0,1,24,2010,7.143092038827603
1,1,23,2010,7.143092038827603
1,1,21,2010,6.135217051724262
0,0,24,2010,6.135217051724262
0,0,25,2010,7.143092038827603
0,1,25,2010,9.788628397940874
0,0,22,2010,6.135217051724262
0,1,25,2010,8.146193987967754
1,1,23,2010,6.135217051724262
1,1,21,2010,6.135217051724262
0,1,22,2010,6.135217051724262
1,1,21,2010,7.143092038827603
1,1,25,2010,9.788628397940874
1,1,21,2010,8.146193987967754
1,1,21,2010,7.143092038827603
0,1,22,2010,6.135217051724262
0,1,25,2010,7.143092038827603
1,1,22,2010,6.135217051724262
0,1,22,2010,15.807279470841578
0,1,34,2011,14.168253464651103
1,0,21,2010,11.846837795576148
1,1,24,2010,6.135217051724262
0,1,23,2010,9.638893365308649
1,1,22,2010,7.143092038827603
1,0,22,2010,6.135217051724262
0,0,25,2010,7.143092038827603
0,1,21,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
0,1,25,2010,6.135217051724262
0,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,23,2010,6.135217051724262
0,0,22,2010,7.143092038827603
1,1,24,2010,6.135217051724262
1,1,22,2010,7.143092038827603
1,0,21,2010,6.135217051724262
1,1,22,2010,19.949826800084686
1,1,24,2010,8.146193987967754
1,1,21,2010,6.135217051724262
1,1,22,2010,8.146193987967754
1,1,27,2010,6.135217051724262
0,1,30,2010,8.146193987967754
1,1,24,2010,7.143092038827603
1,1,21,2010,6.135217051724262
0,1,21,2010,138.78322644060324
1,1,22,2010,7.143092038827603
0,1,22,2010,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,22,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,1,22,2010,9.788628397940874
0,1,31,2010,6.135217051724262
1,1,22,2010,8.146193987967754
1,1,24,2010,6.135217051724262
0,1,26,2010,7.143092038827603
0,1,22,2010,8.146193987967754
1,1,23,2010,6.135217051724262
1,1,27,2010,7.143092038827603
0,1,25,2010,17.764187454353447
1,1,21,2010,19.949826800084686
1,1,23,2010,15.047400157843684
1,1,28,2010,7.143092038827603
1,1,21,2010,50.77251158144907
1,1,23,2010,6.135217051724262
1,1,23,2010,8.146193987967754
0,1,27,2010,8.146193987967754
0,1,22,2010,9.788628397940874
0,1,22,2010,6.135217051724262
1,1,21,2010,6.135217051724262
1,1,22,2010,7.143092038827603
1,1,22,2010,6.135217051724262
0,1,23,2010,6.135217051724262
1,1,22,2010,7.143092038827603
1,1,22,2010,6.135217051724262
0,1,22,2010,35.25765801592944
1,1,21,2010,7.143092038827603
1,1,22,2010,7.143092038827603
0,1,22,2010,7.143092038827603
0,1,21,2011,7.143092038827603
1,1,21,2010,8.146193987967754
0,0,34,2010,6.135217051724262
0,1,25,2010,14.069016254018571
0,1,23,2010,6.135217051724262
1,0,27,2010,8.146193987967754
1,1,23,2010,19.949826800084686
1,1,23,2010,6.135217051724262
1,1,21,2010,7.143092038827603
1,1,21,2010,6.135217051724262
1,1,22,2010,9.788628397940874
0,1,21,2010,6.135217051724262
1,1,24,2010,7.143092038827603
0,1,26,2010,7.143092038827603
0,1,29,2010,31.55262375965175
0,1,21,2010,7.143092038827603
0,1,21,2010,17.764187454353447
1,1,20,2010,6.135217051724262
0,0,27,2010,17.764187454353447
0,1,22,2010,6.135217051724262
1,0,21,2010,7.143092038827603
0,1,27,2010,8.146193987967754
1,1,21,2010,6.135217051724262
1,1,21,2010,8.146193987967754
1,0,28,2010,6.135217051724262
1,1,21,2010,6.135217051724262
1,1,21,2010,9.788628397940874
1,1,21,2010,7.143092038827603
1,1,22,2010,6.135217051724262
0,1,23,2010,7.143092038827603
1,1,21,2010,6.135217051724262
0,1,24,2010,6.135217051724262
0,1,22,2010,8.146193987967754
1,1,23,2010,6.135217051724262
0,1,21,2010,40.5803887645008
0,1,25,2010,6.135217051724262
0,1,22,2010,40.69180074178339
1,1,22,2010,6.135217051724262
0,0,21,2010,6.135217051724262
0,1,26,2010,6.135217051724262
1,1,26,2010,6.135217051724262
1,0,24,2011,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,22,2010,8.146193987967754
1,1,24,2010,6.135217051724262
1,1,22,2010,8.146193987967754
0,1,25,2010,15.047400157843684
1,1,22,2010,19.949826800084686
1,1,23,2010,6.135217051724262
1,1,21,2010,6.135217051724262
1,1,24,2010,6.135217051724262
1,1,22,2010,7.143092038827603
0,1,26,2010,14.168253464651103
1,1,24,2010,6.135217051724262
0,1,23,2010,6.135217051724262
0,1,22,2011,7.143092038827603
1,1,21,2010,19.949826800084686
1,1,25,2010,17.764187454353447
1,1,25,2010,14.304701799171243
0,1,20,2010,19.949826800084686
0,1,24,2010,138.78322644060324
1,1,24,2010,7.143092038827603
1,1,23,2010,6.135217051724262
1,1,22,2010,6.135217051724262
0,0,20,2010,7.143092038827603
0,1,26,2010,6.135217051724262
0,1,24,2010,6.135217051724262
0,1,21,2010,9.788628397940874
1,1,24,2010,6.135217051724262
1,1,28,2010,7.143092038827603
0,1,22,2010,7.143092038827603
1,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
0,0,21,2010,6.135217051724262
1,1,22,2010,8.146193987967754
0,1,22,2010,8.146193987967754
0,0,21,2010,17.764187454353447
1,1,21,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,0,22,2010,14.168253464651103
1,1,22,2010,6.135217051724262
0,0,21,2010,7.143092038827603
1,1,23,2010,8.146193987967754
0,0,26,2010,40.69180074178339
0,1,21,2010,6.135217051724262
0,1,21,2010,9.788628397940874
0,0,28,2010,15.807279470841578
1,1,22,2010,7.143092038827603
1,1,24,2010,6.135217051724262
0,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,22,2010,6.135217051724262
1,1,21,2010,6.135217051724262
0,1,23,2010,6.135217051724262
0,1,24,2010,6.135217051724262
1,1,22,2010,6.135217051724262
0,1,24,2010,8.146193987967754
0,1,21,2010,7.143092038827603
1,1,21,2010,7.143092038827603
1,0,21,2010,7.143092038827603
1,1,21,2010,9.638893365308649
0,0,22,2010,6.135217051724262
1,1,23,2010,7.143092038827603
1,1,22,2010,7.143092038827603
1,1,25,2010,14.069016254018571
1,1,22,2010,9.638893365308649
0,1,23,2010,8.146193987967754
1,1,23,2010,7.143092038827603
0,1,24,2010,6.135217051724262
0,0,27,2010,8.146193987967754
0,1,25,2010,6.135217051724262
0,1,22,2010,9.788628397940874
0,0,27,2010,6.135217051724262
0,1,27,2010,9.788628397940874
0,1,23,2010,7.143092038827603
0,0,21,2010,20.833326483794615
1,1,22,2010,17.764187454353447
1,1,21,2010,6.135217051724262
1,1,36,2010,6.135217051724262
0,1,22,2010,8.146193987967754
0,1,23,2010,8.146193987967754
0,0,23,2011,40.5803887645008
0,1,21,2010,7.143092038827603
0,0,22,2010,15.807279470841578
0,0,21,2010,8.146193987967754
1,1,22,2010,6.135217051724262
0,1,26,2010,6.135217051724262
0,1,23,2010,6.135217051724262
0,1,22,2010,6.135217051724262
1,1,23,2010,6.135217051724262
1,1,20,2010,7.143092038827603
1,1,24,2010,6.135217051724262
0,1,21,2010,7.143092038827603
1,1,24,2010,15.807279470841578
1,1,23,2010,6.135217051724262
